"Celda","Auto Competencia","Misma Actividad","Compatibles","Incompatibles"
14166,-1,0,0,0
14167,-1,0,0,0.25
14667,-1,0,0.125,0.25
17149,-1,0,0.5,0
17649,-1,0,0,0
17650,-1,0,0,0
18148,-1,0,0,0
18149,-1,0,0.130434782608696,0.478260869565217
18150,-1,0,0,0.555555555555556
18170,-1,0,0,0
18648,-1,0,0,0
18649,-1,0,0.0714285714285714,0.357142857142857
18650,-1,0,0,0.4
19149,-1,0,0,0
19151,-1,0,0,0
19169,-1,0,0,0
21164,-1,0,0,0
21663,-1,0,0,0.333333333333333
21664,-1,0,0,0
21665,-1,0,0,0
22163,-1,0,0,0
22164,-1,0,0.0714285714285714,0.142857142857143
22663,-1,0,0,0.285714285714286
22664,-1,0,0,0.511111111111111
22665,-1,0,0,0.2
23163,-1,0,0,1
23164,-1,0,0,0.333333333333333
23663,-1,0,0,0.5
23664,-1,0,0,0.333333333333333
23665,-1,0,0,0
24165,-1,0,0,0.5
24169,-1,0,0,0
26201,-1,0,0,0
27660,-1,0,0,0
27687,-1,0,0,0.266666666666667
27688,-1,0,0,0.181818181818182
28186,-1,0,0.5,0
28187,-1,0,0.0303030303030303,0.272727272727273
28188,-1,0,0,0
28189,-1,0,0,0
28687,-1,0,0.105263157894737,0.263157894736842
28688,-1,0,0,0.428571428571429
28689,-1,0,0.142857142857143,0.285714285714286
28690,-1,0,0,0
29186,-1,0,0,1
29187,-1,0,0,0.425925925925926
29188,-1,0,0,0.307692307692308
29189,-1,0,0.166666666666667,0.833333333333333
29191,-1,0,0,0
29669,-1,0,0,1
29686,-1,0,0.333333333333333,0.333333333333333
29687,-1,0,0.0476190476190476,0.349206349206349
29688,-1,0,0,0.450980392156863
29689,-1,0,0,0.266666666666667
29690,-1,0,0.2,0.2
29694,-1,0,0,0
30187,-1,0,0.0769230769230769,0.269230769230769
30188,-1,0,0,0.25
30189,-1,0,0,0.166666666666667
30669,-1,0,0,0
30686,-1,0,0,0.666666666666667
30687,-1,0,0,0.4
30688,-1,0,0,0.1
30689,-1,0,0.5,0
30690,-1,0,0,1
30699,-1,0,0,1
31669,-1,0,0,0
31686,-1,0,0,1
31703,-1,0,0.5,0
32199,-1,0,0,0
32202,-1,0,0,1
32204,-1,0,0,0
32205,-1,0,0,1
32686,-1,0,1,0
33186,-1,0,0,0
33199,-1,0,0,1
33699,-1,0,0,0
35699,-1,0,0,0
36654,-1,0,0,0
36657,-1,0,0,0
36658,-1,0,0.5,0
36659,-1,0,0,0
36697,-1,0,0,0
37154,-1,0,0,0
37155,-1,0,0,0
37655,-1,0,0,0
37691,-1,0,1,0
38150,-1,0,0,1
38154,-1,0,0,0
38685,-1,0,0,0.25
38688,-1,0,0,0
38689,-1,0,0,0
38690,-1,0,1,0
38692,-1,0,0,0
39150,-1,0,0,0
39152,-1,0,0,0
39153,-1,0,0,0
39186,-1,0,0,0.2
39187,-1,0,0,0
39188,-1,0,0,0
39189,-1,0,0,0.5
39687,-1,0,0,0
39688,-1,0,1,0
39691,-1,0,0,1
40185,-1,0,0,0
40186,-1,0,0,0.318181818181818
40187,-1,0,0.0416666666666667,0.375
40188,-1,0,0,0
40685,-1,0,0,1
40686,-1,0,0,0.285714285714286
40687,-1,0,0,0.25
40688,-1,0,0,0
41186,-1,0,0,1
41187,-1,0,0,0
41686,-1,0,1,0
41687,-1,0,1,0
41688,-1,0,0,0.333333333333333
42186,-1,0,0,0
42188,-1,0,0,0
42189,-1,0,0,0
43654,-1,0,0,0
43656,-1,0,0,0
43689,-1,0,0,1
44154,-1,0,0.2,0
44156,-1,0,0,0.5
44653,-1,0,0,0.285714285714286
44654,-1,0,0.0294117647058824,0.323529411764706
44655,-1,0,0,0.625
44656,-1,0,0,0.25
44657,-1,0,0,0.5
45153,-1,0,0.0625,0.375
45154,-1,0,0.0526315789473684,0.421052631578947
45155,-1,0,0.0303030303030303,0.242424242424242
45156,-1,0,0,0.5
45246,-1,0,0,0.333333333333333
45652,-1,0,1,0
45653,-1,0,0.125,0.5
45654,-1,0,0.0666666666666667,0.0666666666666667
45655,-1,0,0.0769230769230769,0.230769230769231
45656,-1,0,0,0
45745,-1,0,0,0
45746,-1,0,0,0.333333333333333
46153,-1,0,0,0.5
46154,-1,0,0,0.333333333333333
46245,-1,0,0,0
46246,-1,0,0.0714285714285714,0.428571428571429
46652,-1,0,0,0
46745,-1,0,0,0
46746,-1,0,0,0.2
46747,-1,0,0,0
47245,-1,0,0,0
47246,-1,0,0,0.5
47690,-1,0,0,0
47745,-1,0,0,0.2
49187,-1,0,0,0
49188,-1,0,0,0.666666666666667
49788,-1,0,0,0
50769,-1,0,0,0.125
51202,-1,0,0,0
51266,-1,0,1,0
51267,-1,0,0,0.5
51268,-1,0,0,0.333333333333333
51269,-1,0,0.125,0
51703,-1,0,0,0
51751,-1,0,0,1
51768,-1,0,0,0
51776,-1,0,0,1
51777,-1,0,0,0.333333333333333
52245,-1,0,0,1
52247,-1,0,0,0
52248,-1,0,0,0
52250,-1,0,0,0
52748,-1,0,0,0
52750,-1,0,0,1
52777,-1,0,0,0
52779,-1,0,0,0.333333333333333
53196,-1,0,0,0.166666666666667
53197,-1,0,0,0
53198,-1,0,0,1
53204,-1,0,0,0
53247,-1,0,0,0
53662,-1,0,0.5,0
53695,-1,0,0,0
53696,-1,0,0,0.318181818181818
53697,-1,0,0,0.5
53703,-1,0,1,0
53746,-1,0,1,0
53747,-1,0,0,0
53749,-1,0,0,0
53750,-1,0,0,1
54166,-1,0,0,0
54196,-1,0,0,0.5
54197,-1,0,0,0.444444444444444
54198,-1,0,0,0
54214,-1,0,0,0
54247,-1,0,0,0
54249,-1,0,0,0
54667,-1,0,0,0
54668,-1,0,0,0
54696,-1,0,0,0
54697,-1,0,0.166666666666667,0
55164,-1,0,0,1
55196,-1,0,0,0.2
55197,-1,0,0,0.2
55241,-1,0,0,0
55696,-1,0,1,0
55740,-1,0,0,0
55741,-1,0,0.0526315789473684,0.473684210526316
55742,-1,0,0,0
55743,-1,0,0,0
55745,-1,0,0,1
55746,-1,0,0,0
56168,-1,0,0,0
56239,-1,0,0,0.333333333333333
56240,-1,0,0,1
56241,-1,0,0,0.5
56242,-1,0,0.0377358490566038,0.377358490566038
56243,-1,0,0,0.25
56739,-1,0,0,0
56741,-1,0,0,0
56742,-1,0,0,0
56744,-1,0,0,0
57241,-1,0,0,0
57242,-1,0,0,0
57243,-1,0,0,1
57245,-1,0,0,0
57746,-1,0,0,0
58694,-1,0,0,0
58695,-1,0,0,0
59165,-1,0,0,0
59195,-1,0,0,0
59669,-1,0,0,0
59693,-1,0,0,0
59694,-1,0,0,0
59695,-1,0,0,0.142857142857143
60192,-1,0,0,0
60193,-1,0,0,0
60194,-1,0,0,0
60195,-1,0,0,0.142857142857143
60693,-1,0,0,0.5
60694,-1,0,0,0.405405405405405
60695,-1,0,0,0.5
60696,-1,0,0,0.5
60709,-1,0,0,1
60772,-1,0,0,0
61172,-1,0,0,0.666666666666667
61173,-1,0,0,0
61194,-1,0,0,0.25
61195,-1,0,0,0.25
61271,-1,0,0,1
61272,-1,0,0,0
61669,-1,0,0,0.666666666666667
61671,-1,0,0,0
61672,-1,0,0,0
61673,-1,0,0,0.382352941176471
61701,-1,0,0,0
61771,-1,0,0,0
62172,-1,0,0,0.666666666666667
62173,-1,0,0,0.0666666666666667
62200,-1,0,0,1
62208,-1,0,0,0.333333333333333
62210,-1,0,0,0.25
62211,-1,0,0,0
62212,-1,0,0,0.5
62669,-1,0,0,0
62671,-1,0,0,1
62672,-1,0,0,0
62673,-1,0,0,1
62708,-1,0,0,0
62709,-1,0,0.0833333333333333,0.166666666666667
62710,-1,0,0,0.6
62711,-1,0,0,0
62712,-1,0,0,0
62713,-1,0,0,0
63169,-1,0,0,0
63170,-1,0,0,1
63171,-1,0,0,0.666666666666667
63209,-1,0,0,0
63212,-1,0,0,1
63670,-1,0,0,0
63671,-1,0,0,0
64760,-1,0,0,0
65196,-1,0,0,0
65260,-1,0,0,0.25
65261,-1,0,0,0.5
65716,-1,0,0,1
65760,-1,0,0.166666666666667,0
66215,-1,0,0,1
66227,-1,0,0,0
66260,-1,0,0,0
66735,-1,0,0,0
66736,-1,0,0.0714285714285714,0.142857142857143
66737,-1,0,0.2,0.4
66757,-1,0,0,0
67236,-1,0,0.25,0.25
67237,-1,0,0,0.181818181818182
67734,-1,0,0,0
67737,-1,0,0,1
67757,-1,0,0,0.428571428571429
67758,-1,0,0.5,0
68237,-1,0,0,1
68257,-1,0,0,0.411764705882353
68275,-1,0,0,0
68738,-1,0,0,0
68756,-1,0,0,0
68757,-1,0,0,0.333333333333333
68758,-1,0,0,0.333333333333333
68774,-1,0,0,0.5
68776,-1,0,0,0
69257,-1,0,0,0
69278,-1,0,0,0
69280,-1,0,0,1
69296,-1,0,0,0.5
69751,-1,0,0,1
69775,-1,0,0,0
69776,-1,0,0,0
69778,-1,0,0,0.5
69779,-1,0,0,0
70256,-1,0,0,0
70257,-1,0,0,0
70276,-1,0,0.111111111111111,0.111111111111111
