"Celda","Auto Competencia","Misma Actividad","Compatibles","Incompatibles"
14166,-1,0,0,0
14167,-1,0,0,0.25
14667,-1,0,0.125,0.125
17149,-1,0.5,0,0.5
17649,-1,0,0,0
17650,-1,0,0,0
18148,-1,0,0,0
18149,-1,0,0.217391304347826,0.173913043478261
18150,-1,0,0.222222222222222,0.111111111111111
18170,-1,0,0,0
18648,-1,0,0,0
18649,-1,0,0.214285714285714,0.142857142857143
18650,-1,0,0,0.1
19149,-1,0,0,0
19151,-1,0,0,0
19169,-1,0,0,0
21164,-1,0,0,0
21663,-1,0,0.333333333333333,0
21664,-1,0,0.333333333333333,0
21665,-1,0,0,0
22163,-1,0,0,0
22164,-1,0.0714285714285714,0,0.0714285714285714
22663,-1,0,0,0.428571428571429
22664,-1,0,0.111111111111111,0.177777777777778
22665,-1,0,0,0
23163,-1,0,0,1
23164,-1,0,0.0476190476190476,0.0952380952380952
23663,-1,0,0,0
23664,-1,0,0.333333333333333,0
23665,-1,0,0,0.4
24165,-1,0,0,0
24169,-1,0,0,0
26201,-1,0,0,0
27660,-1,0,0,0
27687,-1,0,0.133333333333333,0
27688,-1,0,0.636363636363636,0
28186,-1,0,0.5,0
28187,-1,0,0.242424242424242,0.0606060606060606
28188,-1,0,0,0
28189,-1,0,0,0
28687,-1,0,0.0526315789473684,0
28688,-1,0,0,0
28689,-1,0,0.142857142857143,0
28690,-1,0,0,0
29186,-1,0,0,0
29187,-1,0,0.0925925925925926,0.0740740740740741
29188,-1,0,0,0
29189,-1,0,0,0
29191,-1,0,0,0
29669,-1,0,1,0
29686,-1,0,0.333333333333333,0
29687,-1,0,0.0158730158730159,0.0634920634920635
29688,-1,0,0.0196078431372549,0.0980392156862745
29689,-1,0,0.0666666666666667,0
29690,-1,0,0,0
29694,-1,0,0,0
30187,-1,0,0.153846153846154,0.0769230769230769
30188,-1,0,0,0.0833333333333333
30189,-1,0,0,0
30669,-1,0,0,0
30686,-1,0,0,0.333333333333333
30687,-1,0,0,0
30688,-1,0,0.1,0
30689,-1,0,0,0
30690,-1,0,0,0
30699,-1,0,0,0
31669,-1,0,0,1
31686,-1,0,0,0
31703,-1,0,0,0
32199,-1,0,0,0
32202,-1,0,0,0
32204,-1,0,0,0
32205,-1,0,0,0
32686,-1,1,0,1
33186,-1,0,0,0
33199,-1,0,0,0
33699,-1,0,0,0
35699,-1,0,0,0
36654,-1,0,0,0
36657,-1,0,0,0
36658,-1,0,0.5,0
36659,-1,0,0,0
36697,-1,0,1,0
37154,-1,0,0,0
37155,-1,0,0,0
37655,-1,0,0,0
37691,-1,0,0,0
38150,-1,0,0,0
38154,-1,0,0,0
38685,-1,0,0,0.25
38688,-1,0,0,0
38689,-1,0,0,0
38690,-1,0,1,0
38692,-1,0,0,0
39150,-1,0,0,0
39152,-1,0,1,0
39153,-1,0,0,0
39186,-1,0,0.4,0
39187,-1,0,0,0
39188,-1,0,0,0
39189,-1,0,0,0
39687,-1,0,0,0
39688,-1,0,1,0
39691,-1,0,0,1
40185,-1,0,0,0
40186,-1,0,0.0909090909090909,0.0909090909090909
40187,-1,0,0.0833333333333333,0.125
40188,-1,0,0,0
40685,-1,0,0,0
40686,-1,0,0,0.142857142857143
40687,-1,0,0,0
40688,-1,0,0,0
41186,-1,0,0,0
41187,-1,0,0,0
41686,-1,0,1,0
41687,-1,0,1,0
41688,-1,0,0.666666666666667,0
42186,-1,0,0,0
42188,-1,0,0,0
42189,-1,0,1,0
43654,-1,0,0,0
43656,-1,0,0,0
43689,-1,0,0,0
44154,-1,0,0.2,0
44156,-1,0,0,0
44653,-1,0,0,0
44654,-1,0,0.147058823529412,0.117647058823529
44655,-1,0,0.0625,0.25
44656,-1,0,0.25,0
44657,-1,0,0,0.5
45153,-1,0,0.0625,0
45154,-1,0,0.289473684210526,0.0263157894736842
45155,-1,0,0.0606060606060606,0.0303030303030303
45156,-1,0,0,0
45246,-1,0,0,0
45652,-1,0,1,0
45653,-1,0,0.125,0.125
45654,-1,0,0.0666666666666667,0
45655,-1,0.0769230769230769,0.230769230769231,0.0769230769230769
45656,-1,0,0,0
45745,-1,0,0,0
45746,-1,0,0,0
46153,-1,0,0.5,0
46154,-1,0,0,0.166666666666667
46245,-1,0,0,0
46246,-1,0,0.142857142857143,0.142857142857143
46652,-1,0,0,0
46745,-1,0,0,0
46746,-1,0,0,0.2
46747,-1,0,0,0
47245,-1,0,0,0
47246,-1,0,0,0
47690,-1,0,0,0
47745,-1,0,0.2,0
49187,-1,0,0,0
49188,-1,0,0.333333333333333,0
49788,-1,0,0,0
50769,-1,0,0,0.125
51202,-1,0,0,0
51266,-1,0,1,0
51267,-1,0,0.5,0
51268,-1,0,0.333333333333333,0.333333333333333
51269,-1,0,0.125,0
51703,-1,0,0,0
51751,-1,0,0,0
51768,-1,0,0,0
51776,-1,0,0,1
51777,-1,0,0,0.333333333333333
52245,-1,0,0,0
52247,-1,0,0,0
52248,-1,0,0,0
52250,-1,0,0,0
52748,-1,0,0,0
52750,-1,0,0,0
52777,-1,0,0,0
52779,-1,0,0,0
53196,-1,0,0,0
53197,-1,0,0,0
53198,-1,0,0,0
53204,-1,0,0.5,0
53247,-1,0,0,0
53662,-1,0,0,0
53695,-1,0,0,0
53696,-1,0,0.136363636363636,0.0909090909090909
53697,-1,0,0,0.0833333333333333
53703,-1,1,0,1
53746,-1,0,0,0
53747,-1,0,0,0
53749,-1,0,0,0
53750,-1,0,0,0
54166,-1,0,0,0
54196,-1,0,0,0
54197,-1,0,0.111111111111111,0.111111111111111
54198,-1,0,0,0
54214,-1,0,0,0
54247,-1,0,0,0
54249,-1,0,1,0
54667,-1,0,0,0
54668,-1,0,0,0
54696,-1,0,0,0
54697,-1,0,0.333333333333333,0
55164,-1,0,0,0
55196,-1,0,0,0
55197,-1,0,0.2,0
55241,-1,0,0,0
55696,-1,1,0,1
55740,-1,0,0,0
55741,-1,0.0526315789473684,0.105263157894737,0.105263157894737
55742,-1,0,0.166666666666667,0
55743,-1,0,0,0
55745,-1,0,0,0
55746,-1,0,0,0
56168,-1,0,0,0
56239,-1,0,0,0
56240,-1,0,0,0
56241,-1,0,0.25,0
56242,-1,0,0.0377358490566038,0.113207547169811
56243,-1,0,0,0
56739,-1,0,0,0
56741,-1,0,0,0
56742,-1,0,0,0
56744,-1,0,0,0
57241,-1,0,0,0
57242,-1,0,0,0
57243,-1,0,0,0
57245,-1,0,0,0
57746,-1,0,0,0
58694,-1,0,1,0
58695,-1,0,0,0
59165,-1,0,0,0
59195,-1,0,0,0
59669,-1,0,0,1
59693,-1,0,0,0
59694,-1,0,0,0
59695,-1,0,0.142857142857143,0
60192,-1,0,0,0
60193,-1,0,0,0
60194,-1,0,0,0
60195,-1,0,0,0
60693,-1,0,0,0
60694,-1,0,0.0540540540540541,0.108108108108108
60695,-1,0,0,0.3
60696,-1,0,0,0
60709,-1,0,0,0
60772,-1,0,0,0
61172,-1,0,0,0
61173,-1,0,0,0
61194,-1,0,0,0
61195,-1,0,0,0.25
61271,-1,0,1,0
61272,-1,0,0,0
61669,-1,0,0.333333333333333,0.333333333333333
61671,-1,0,0,0
61672,-1,0,0,0
61673,-1,0,0.0588235294117647,0.205882352941176
61701,-1,0,0,0
61771,-1,0,0,0
62172,-1,0,0,0
62173,-1,0,0,0.133333333333333
62200,-1,0,0,0
62208,-1,0,0.333333333333333,0
62210,-1,0,0,0.125
62211,-1,0,0,0
62212,-1,0,0,0
62669,-1,0,0,0
62671,-1,0,1,0
62672,-1,0,0,0
62673,-1,0,0,0
62708,-1,0,0,0
62709,-1,0,0.166666666666667,0
62710,-1,0,0.2,0.2
62711,-1,0,0,0
62712,-1,0,0,0
62713,-1,0,0,0
63169,-1,0,0,0
63170,-1,0,0,0
63171,-1,0,0,0
63209,-1,0,0,0
63212,-1,0,0,0
63670,-1,0,0,0
63671,-1,0,0,0
64760,-1,0,0,0
65196,-1,0,0,0
65260,-1,0,0,0.25
65261,-1,0,0,0
65716,-1,0,0,0
65760,-1,0,0.166666666666667,0
66215,-1,0,0,0
66227,-1,0,0,0
66260,-1,0,0,0
66735,-1,0,0,0
66736,-1,0,0.0714285714285714,0
66737,-1,0,0.2,0
66757,-1,0,0,0
67236,-1,0,0.5,0.25
67237,-1,0,0.0909090909090909,0
67734,-1,0,0,0
67737,-1,0,0.5,0
67757,-1,0,0.142857142857143,0
67758,-1,0,0.5,0
68237,-1,0,0,0
68257,-1,0,0,0.176470588235294
68275,-1,0,0,0
68738,-1,0,0,0
68756,-1,0,0,0
68757,-1,0,0,0.333333333333333
68758,-1,0,0.333333333333333,0
68774,-1,0,0,0
68776,-1,0,0,0
69257,-1,0,0,0
69278,-1,0,0,0
69280,-1,0,0,0
69296,-1,0,0,0
69751,-1,0,0,0
69775,-1,0,0,0
69776,-1,0,0,0
69778,-1,0,0,0
69779,-1,0,0,0
70256,-1,0,0,0
70257,-1,0,0,0
70276,-1,0,0,0
70277,-1,0,0,0.0833333333333333
70278,-1,0,0,0
70279,-1,0,0,0
70297,-1,0,0,0
70776,-1,0,0,0
